id:INTEGER,Name:TEXT,CountryOfOrigin:TEXT,Gender:TEXT
908,Jessica Smith,UK,F
909,Linda Wilson,USA,F
910,Thomas Davis,France,M
911,William Miller,Spain,M
912,Joseph Smith,France,M
913,Barbara Jones,Australia,F
914,Robert Brown,UK,M
915,Linda Miller,Canada,F
916,John Johnson,Spain,M
917,Jennifer Smith,Italy,F
918,Patricia Miller,India,F
919,Sarah Williams,USA,F
920,Daniel Davis,Spain,M
921,Charles Brown,UK,M
922,James Rodriguez,Brazil,M
923,Jennifer Williams,Brazil,F
924,Michael Jones,UK,M
925,David Johnson,UK,M
926,Barbara Jones,USA,F
927,William Garcia,UK,M
928,David Wilson,France,M
929,Elizabeth Smith,Canada,F
930,Charles Miller,Canada,M
931,David Miller,Brazil,M
932,Charles Johnson,India,M
933,Barbara Brown,Brazil,F
934,Elizabeth Smith,India,F
935,Daniel Miller,France,M
936,Joseph Jones,UK,M
937,Sarah Wilson,Italy,F
938,Linda Brown,Germany,F
939,Thomas Wilson,France,M
940,Thomas Wilson,UK,M
941,James Jones,Brazil,M
942,John Davis,Spain,M
943,Daniel Johnson,Canada,M
944,Mary Miller,Germany,F
945,John Jones,Spain,M
946,Daniel Miller,Canada,M
947,Sarah Williams,Brazil,F
948,Joseph Rodriguez,Germany,M
949,Susan Davis,USA,F
950,Thomas Smith,India,M
951,Sarah Miller,UK,F
952,James Smith,UK,M
953,Charles Brown,France,M
954,Sarah Jones,Germany,F
955,Mary Brown,UK,F
956,John Wilson,Italy,M
957,Robert Jones,Brazil,M
958,David Rodriguez,India,M
959,Joseph Johnson,Spain,M
960,Elizabeth Miller,India,F
961,David Garcia,Australia,M
962,Thomas Davis,France,M
963,Daniel Miller,Brazil,M
964,James Davis,Brazil,M
965,Patricia Davis,India,F
966,Joseph Rodriguez,Brazil,M
967,Daniel Rodriguez,USA,M
968,Barbara Miller,India,F
969,Sarah Brown,India,F
970,Thomas Smith,Germany,M
971,William Wilson,Brazil,M
972,James Rodriguez,UK,M
973,Joseph Davis,Spain,M
974,William Davis,Australia,M
975,Mary Davis,Spain,F
976,Elizabeth Jones,India,F
977,Charles Garcia,UK,M
978,Thomas Smith,Brazil,M
979,Karen Williams,Germany,F
980,Linda Wilson,Brazil,F
981,Jennifer Smith,Australia,F
982,Charles Johnson,France,M
983,Susan Smith,Germany,F
984,Daniel Jones,Germany,M
985,Jessica Smith,Australia,F
986,Michael Wilson,Spain,M
987,Robert Williams,Spain,M
988,Michael Williams,UK,M
989,Thomas Johnson,Australia,M
990,Karen Davis,France,F
991,Robert Smith,Australia,M
992,Joseph Miller,India,M
993,Michael Brown,India,M
994,Joseph Miller,USA,M
995,Linda Davis,Canada,F
996,Patricia Johnson,India,F
997,Linda Wilson,India,F
998,Robert Wilson,Italy,M
999,Karen Garcia,Brazil,F
1000,John Wilson,USA,M
1001,William Jones,Italy,M
1002,Susan Brown,Australia,F
1003,Robert Davis,France,M
1004,Karen Brown,Spain,F
1005,Daniel Miller,Italy,M
1006,Sarah Garcia,Germany,F
1007,Jennifer Brown,France,F
1008,Barbara Williams,Spain,F
1009,Jennifer Miller,Spain,F
1010,Susan Rodriguez,India,F
1011,Charles Smith,Germany,M
1012,Elizabeth Brown,UK,F
1013,Elizabeth Davis,USA,F
1014,Charles Smith,Spain,M
1015,Susan Rodriguez,Brazil,F
1016,David Miller,Canada,M
1017,David Garcia,Italy,M
1018,Jennifer Garcia,Italy,F
1019,John Jones,Brazil,M
1020,Joseph Brown,Spain,M
1021,Robert Wilson,France,M
1022,Susan Smith,Brazil,F
1023,Karen Davis,UK,F
1024,James Davis,India,M
1025,David Williams,Brazil,M
1026,David Smith,UK,M
1027,Jennifer Wilson,Brazil,F
1028,Thomas Wilson,Australia,M
1029,Robert Wilson,Spain,M
1030,William Williams,Australia,M
1031,Joseph Garcia,India,M
1032,Barbara Smith,India,F
1033,Charles Brown,Germany,M
1034,Linda Williams,India,F
1035,Charles Rodriguez,Spain,M
1036,Jessica Brown,Spain,F
1037,James Davis,Spain,M
1038,Charles Wilson,UK,M
1039,Thomas Johnson,Canada,M
1040,Robert Garcia,Germany,M
1041,Karen Jones,Germany,F
1042,Elizabeth Smith,Canada,F
1043,Mary Brown,Australia,F
1044,Thomas Wilson,France,M
1045,Elizabeth Jones,Italy,F
1046,Karen Rodriguez,Brazil,F
1047,Daniel Johnson,USA,M
1048,Thomas Davis,USA,M
1049,Karen Johnson,Italy,F
1050,Joseph Davis,Australia,M
1051,Patricia Davis,Brazil,F
1052,Joseph Miller,India,M
1053,Barbara Rodriguez,France,F
1054,David Wilson,USA,M
1055,Barbara Jones,Italy,F
1056,Thomas Wilson,India,M
1057,William Wilson,Australia,M
1058,Barbara Johnson,Italy,F
1059,Michael Miller,France,M
1060,Robert Smith,Germany,M
1061,John Rodriguez,Brazil,M
1062,Elizabeth Miller,Italy,F
1063,John Garcia,Australia,M
1064,Charles Johnson,Germany,M
1065,Barbara Davis,Italy,F
1066,Joseph Davis,Australia,M
1067,Jennifer Wilson,Australia,F
1068,Thomas Wilson,Canada,M
1069,Sarah Smith,UK,F
1070,William Williams,Germany,M
1071,Daniel Smith,Germany,M
1072,John Wilson,Italy,M
1073,Patricia Brown,UK,F
1074,Jennifer Wilson,France,F
1075,Barbara Johnson,India,F
1076,David Wilson,India,M
1077,Linda Jones,Australia,F
1078,Sarah Garcia,Spain,F
1079,Linda Williams,France,F
1080,Patricia Davis,Canada,F
1081,Karen Rodriguez,Brazil,F
1082,Charles Rodriguez,Spain,M
1083,William Rodriguez,Canada,M
1084,James Johnson,Brazil,M
1085,Elizabeth Wilson,Germany,F
1086,Jennifer Davis,Brazil,F
1087,John Jones,USA,M
1088,Charles Davis,Italy,M
1089,Barbara Garcia,Spain,F
1090,John Davis,Australia,M
1091,William Smith,Spain,M
1092,John Miller,USA,M
1093,Charles Williams,Spain,M
1094,Linda Miller,Australia,F
1095,Robert Johnson,UK,M
1096,Barbara Brown,India,F
1097,Jessica Smith,Canada,F
1098,Robert Johnson,UK,M
1099,Barbara Brown,Brazil,F
1100,David Miller,UK,M
1101,Karen Jones,Germany,F
1102,Barbara Williams,UK,F
1103,Elizabeth Rodriguez,UK,F
1104,Sarah Rodriguez,Germany,F
1105,Robert Rodriguez,Brazil,M
1106,Elizabeth Wilson,UK,F
1107,Karen Davis,Spain,F
1108,Susan Jones,France,F
1109,Robert Garcia,Germany,M
1110,Charles Garcia,Canada,M
1111,Susan Rodriguez,Canada,F
1112,Elizabeth Wilson,Germany,F
1113,Michael Brown,Canada,M
1114,Sarah Miller,Germany,F
1115,James Wilson,UK,M
1116,Daniel Garcia,Australia,M
1117,Mary Jones,India,F
1118,Susan Garcia,Germany,F
1119,James Williams,Italy,M
1120,David Jones,Germany,M
1121,Daniel Jones,Australia,M
1122,Susan Jones,Australia,F
1123,Charles Miller,Australia,M
1124,Michael Brown,USA,M
1125,Sarah Rodriguez,Australia,F
1126,Barbara Rodriguez,Spain,F
1127,Susan Brown,UK,F
1128,Linda Johnson,USA,F
1129,Jessica Johnson,Italy,F
1130,Charles Williams,France,M
1131,Charles Jones,Germany,M
1132,Joseph Jones,Brazil,M
1133,William Davis,Germany,M
1134,Patricia Johnson,Italy,F
1135,Michael Rodriguez,Brazil,M
1136,Karen Garcia,Brazil,F
1137,Thomas Williams,France,M
1138,Thomas Williams,France,M
1139,William Brown,Germany,M
1140,William Johnson,Germany,M
1141,James Williams,USA,M
1142,Daniel Brown,Germany,M
1143,Elizabeth Garcia,Italy,F
1144,John Miller,India,M
1145,Linda Miller,Italy,F
1146,William Davis,Brazil,M
1147,Robert Davis,Italy,M
1148,Michael Miller,Canada,M
1149,Patricia Wilson,Brazil,F
1150,David Williams,France,M
1151,David Miller,Australia,M
1152,James Wilson,UK,M
1153,Karen Garcia,Brazil,F
1154,Elizabeth Garcia,UK,F
1155,Robert Rodriguez,Australia,M
1156,John Davis,USA,M
1157,Robert Miller,Germany,M
1158,Robert Williams,USA,M
1159,Charles Jones,Spain,M
1160,Michael Brown,UK,M
1161,Susan Garcia,France,F
1162,Jennifer Miller,Australia,F
1163,Jennifer Garcia,USA,F
1164,Charles Jones,Australia,M
1165,Charles Brown,India,M
1166,Linda Williams,India,F
1167,John Wilson,France,M
1168,Barbara Rodriguez,USA,F
1169,Barbara Garcia,Canada,F
1170,Sarah Davis,Brazil,F
1171,Jennifer Jones,India,F
1172,Michael Smith,France,M
1173,Patricia Davis,Brazil,F
1174,Mary Williams,Australia,F
1175,Patricia Davis,France,F
1176,Joseph Davis,Brazil,M
1177,Jessica Brown,France,F
1178,Jessica Smith,India,F
1179,Robert Wilson,Australia,M
1180,Michael Williams,France,M
1181,Daniel Garcia,Germany,M
1182,David Jones,Canada,M
1183,Karen Brown,Canada,F
1184,Daniel Garcia,France,M
1185,James Garcia,India,M
1186,James Garcia,Canada,M
1187,Charles Rodriguez,UK,M
1188,James Garcia,UK,M
1189,Barbara Davis,UK,F
1190,Mary Jones,India,F
1191,Daniel Jones,Spain,M
1192,Jennifer Johnson,Brazil,F
1193,Joseph Davis,Australia,M
1194,Joseph Davis,UK,M
1195,Michael Williams,Spain,M
1196,James Miller,France,M
1197,James Williams,Canada,M
1198,Mary Wilson,Brazil,F
1199,Linda Wilson,Canada,F
1200,Sarah Garcia,UK,F
1201,Joseph Wilson,Australia,M
1202,David Rodriguez,Germany,M
1203,William Garcia,USA,M
1204,Susan Smith,Germany,F
1205,Barbara Rodriguez,Germany,F
1206,Jessica Davis,India,F
1207,Elizabeth Rodriguez,USA,F
1208,Joseph Davis,Italy,M
1209,David Johnson,France,M
1210,Robert Jones,France,M
1211,Jennifer Jones,USA,F
1212,Robert Johnson,France,M
1213,Jessica Brown,Spain,F
1214,Susan Johnson,Spain,F
1215,Karen Williams,USA,F
1216,Barbara Miller,UK,F
1217,William Miller,Australia,M
1218,Michael Rodriguez,Australia,M
1219,Elizabeth Wilson,Germany,F
1220,Joseph Williams,Canada,M
1221,Sarah Williams,USA,F
1222,Linda Brown,Italy,F
1223,Susan Smith,Canada,F
1224,Daniel Williams,Canada,M
1225,John Smith,Spain,M
1226,Elizabeth Brown,Canada,F
1227,Linda Brown,Italy,F
1228,Thomas Smith,Brazil,M
1229,Barbara Brown,Spain,F
1230,Karen Garcia,Brazil,F
1231,Elizabeth Johnson,Germany,F
1232,Barbara Davis,Spain,F
1233,Jessica Williams,Australia,F
1234,Patricia Rodriguez,Canada,F
1235,William Brown,Spain,M
1236,Linda Garcia,France,F
1237,Jennifer Brown,Spain,F
1238,David Johnson,Australia,M
1239,David Jones,Spain,M
1240,Thomas Wilson,USA,M
1241,Linda Miller,France,F
1242,Thomas Smith,France,M
1243,Patricia Rodriguez,Australia,F
1244,Barbara Williams,Spain,F
1245,Robert Brown,Australia,M
1246,Susan Miller,Canada,F
1247,Charles Rodriguez,Canada,M
1248,William Wilson,Italy,M
1249,Daniel Wilson,India,M
1250,John Jones,Germany,M
1251,Sarah Miller,Brazil,F
1252,Karen Johnson,India,F
1253,Mary Miller,UK,F
1254,James Williams,Canada,M
1255,Thomas Wilson,Italy,M
1256,Daniel Smith,UK,M
1257,Susan Brown,Australia,F
1258,William Brown,India,M
1259,John Jones,Spain,M
1260,Daniel Johnson,France,M
1261,John Smith,Italy,M
1262,Barbara Davis,India,F
1263,William Rodriguez,Australia,M
1264,Barbara Rodriguez,Spain,F
1265,Karen Jones,India,F
1266,David Garcia,Spain,M
1267,Jessica Brown,India,F
1268,John Williams,France,M
1269,Susan Rodriguez,France,F
1270,Daniel Smith,Canada,M
1271,John Jones,Brazil,M
1272,Patricia Williams,France,F
1273,William Smith,USA,M
1274,Joseph Rodriguez,Germany,M
1275,Charles Davis,Italy,M
1276,Barbara Garcia,UK,F
1277,Joseph Smith,Germany,M
1278,Michael Wilson,Germany,M
1279,Susan Brown,Italy,F
1280,Elizabeth Jones,Germany,F
1281,Jennifer Smith,Australia,F
1282,Barbara Johnson,Germany,F
1283,Susan Davis,Australia,F
1284,Thomas Williams,Spain,M
1285,James Miller,Brazil,M
1286,John Garcia,Italy,M
1287,Robert Jones,Germany,M
1288,Patricia Smith,Spain,F
1289,John Smith,India,M
1290,Jennifer Rodriguez,Australia,F
1291,Michael Brown,Brazil,M
1292,Linda Williams,Germany,F
1293,James Wilson,Australia,M
1294,Linda Brown,Spain,F
1295,Linda Williams,Germany,F
1296,David Rodriguez,Canada,M
1297,Patricia Miller,USA,F
1298,John Smith,Germany,M
1299,James Miller,Spain,M
1300,Jennifer Brown,Germany,F
1301,Robert Jones,Australia,M
1302,Karen Williams,UK,F
1303,Joseph Miller,Canada,M
1304,Barbara Davis,Brazil,F
1305,Michael Miller,France,M
1306,Mary Williams,Australia,F
1307,Joseph Brown,India,M
1308,Susan Davis,USA,F
1309,Karen Davis,Brazil,F
1310,James Johnson,Canada,M
1311,Linda Williams,Australia,F
1312,Thomas Smith,Spain,M
1313,John Jones,USA,M
1314,Karen Miller,USA,F
1315,Jennifer Brown,UK,F
1316,Mary Wilson,USA,F
1317,Patricia Davis,Italy,F
1318,Jessica Miller,Spain,F
1319,Michael Johnson,France,M
1320,Susan Rodriguez,Brazil,F
1321,Patricia Smith,Brazil,F
1322,Elizabeth Miller,Canada,F
1323,Mary Garcia,Brazil,F
1324,Barbara Williams,Australia,F
1325,Michael Miller,USA,M
1326,Jessica Wilson,Australia,F
1327,David Brown,Italy,M
1328,Elizabeth Wilson,UK,F
1329,Karen Rodriguez,Germany,F
1330,Mary Smith,USA,F
1331,Joseph Garcia,USA,M
1332,John Jones,UK,M
1333,William Brown,Brazil,M
1334,William Brown,UK,M
1335,Susan Garcia,Spain,F
1336,Daniel Miller,Brazil,M
1337,Elizabeth Garcia,Spain,F
1338,Karen Rodriguez,Canada,F
1339,Patricia Smith,USA,F
1340,David Smith,France,M
1341,Karen Garcia,France,F
1342,Patricia Garcia,Italy,F
1343,Patricia Johnson,Brazil,F
1344,Daniel Brown,USA,M
1345,Karen Johnson,India,F
1346,Michael Johnson,Australia,M
1347,Jennifer Garcia,India,F
1348,William Rodriguez,Canada,M
1349,Jennifer Smith,Brazil,F
1350,John Williams,Italy,M
1351,Michael Johnson,Italy,M
1352,Charles Wilson,USA,M
1353,Jessica Rodriguez,UK,F
1354,Joseph Davis,Brazil,M
1355,Barbara Johnson,Brazil,F
1356,Linda Miller,Australia,F
1357,Barbara Smith,France,F
1358,Daniel Brown,Germany,M
1359,Michael Brown,Italy,M
1360,Karen Davis,Italy,F
1361,Barbara Smith,Germany,F
1362,Patricia Miller,Italy,F
1363,Barbara Garcia,Canada,F
1364,James Garcia,France,M
1365,Karen Wilson,India,F
1366,Jennifer Jones,Germany,F
1367,Susan Smith,Brazil,F
1368,James Jones,Italy,M
1369,John Garcia,Italy,M
1370,Karen Williams,India,F
1371,Sarah Smith,Germany,F
1372,Jessica Rodriguez,Canada,F
1373,James Garcia,Brazil,M
1374,Barbara Davis,France,F
1375,Daniel Jones,Australia,M
1376,Joseph Garcia,France,M
1377,Daniel Davis,Spain,M
1378,Mary Smith,Brazil,F
1379,James Brown,Italy,M
1380,Patricia Wilson,USA,F
1381,Charles Wilson,Canada,M
1382,David Johnson,France,M
1383,Michael Johnson,Italy,M
1384,Linda Smith,Spain,F
1385,Jessica Brown,Brazil,F
1386,Jennifer Jones,USA,F
1387,Patricia Jones,USA,F
1388,Mary Jones,Germany,F
1389,Jennifer Garcia,Canada,F
1390,David Miller,Canada,M
1391,John Smith,USA,M
1392,James Davis,UK,M
1393,Michael Garcia,UK,M
1394,Jessica Williams,France,F
1395,Jessica Garcia,Brazil,F
1396,Patricia Wilson,Spain,F
1397,Elizabeth Brown,France,F
1398,Linda Smith,USA,F
1399,Patricia Garcia,USA,F
1400,David Rodriguez,Brazil,M
1401,Mary Garcia,Australia,F
1402,Mary Brown,Germany,F
1403,David Smith,Canada,M
1404,David Miller,France,M
1405,Michael Miller,Germany,M
1406,Michael Wilson,Canada,M
1407,William Wilson,Italy,M
1408,Sarah Brown,France,F
1409,David Williams,India,M
1410,John Davis,Australia,M
1411,Susan Wilson,Canada,F
1412,Mary Smith,France,F
1413,Charles Williams,Germany,M
1414,Sarah Miller,UK,F
1415,James Brown,Brazil,M
1416,Linda Jones,Italy,F
1417,Thomas Miller,Australia,M
1418,Thomas Davis,France,M
1419,James Davis,Brazil,M
1420,Daniel Miller,Australia,M
1421,Jennifer Williams,Germany,F
1422,Karen Davis,France,F
1423,Charles Johnson,Spain,M
1424,Elizabeth Brown,Italy,F
1425,William Brown,Italy,M
1426,Mary Miller,Canada,F
1427,Elizabeth Garcia,Canada,F
1428,Sarah Davis,Australia,F
1429,John Smith,UK,M
1430,Patricia Brown,Germany,F
1431,Elizabeth Miller,Brazil,F
1432,James Jones,Canada,M
1433,Joseph Miller,UK,M
1434,David Garcia,USA,M
1435,Elizabeth Davis,Germany,F
1436,Susan Garcia,Spain,F
1437,William Smith,Germany,M
1438,Thomas Williams,India,M
1439,David Miller,Italy,M
1440,Jessica Wilson,Italy,F
1441,Jessica Wilson,Spain,F
1442,Elizabeth Garcia,India,F
1443,Robert Jones,Canada,M
1444,Barbara Rodriguez,France,F
1445,Michael Johnson,Spain,M
1446,Susan Garcia,Germany,F
1447,Joseph Williams,India,M
1448,Susan Garcia,UK,F
1449,Daniel Davis,USA,M
1450,William Johnson,Brazil,M
1451,Jennifer Johnson,Brazil,F
1452,William Rodriguez,France,M
1453,Thomas Rodriguez,Australia,M
1454,William Jones,UK,M
1455,Daniel Smith,USA,M
1456,Charles Davis,UK,M
1457,Sarah Rodriguez,UK,F
1458,David Garcia,France,M
1459,Charles Smith,Brazil,M
1460,James Garcia,Australia,M
1461,William Davis,Brazil,M
1462,Jessica Garcia,Canada,F
1463,Daniel Johnson,UK,M
1464,William Johnson,UK,M
1465,John Williams,Spain,M
1466,James Jones,UK,M
1467,Michael Rodriguez,UK,M
1468,James Johnson,Brazil,M
1469,Karen Smith,USA,F
1470,David Garcia,Germany,M
1471,Joseph Wilson,Italy,M
1472,Daniel Garcia,India,M
1473,Robert Brown,France,M
1474,Susan Miller,Italy,F
1475,William Rodriguez,Canada,M
1476,Sarah Williams,Australia,F
1477,Karen Smith,India,F
1478,Karen Johnson,Spain,F
1479,Joseph Johnson,USA,M
1480,David Davis,Germany,M
1481,Thomas Smith,France,M
1482,Linda Smith,Spain,F
1483,Mary Garcia,Brazil,F
1484,Patricia Smith,Italy,F
1485,Charles Garcia,Canada,M
1486,Robert Jones,Germany,M
1487,Sarah Garcia,Australia,F
1488,Sarah Miller,India,F
1489,Jessica Garcia,Brazil,F
1490,Elizabeth Johnson,Germany,F
1491,Patricia Miller,UK,F
1492,Jennifer Davis,India,F
1493,John Garcia,India,M
1494,Elizabeth Johnson,Brazil,F
1495,Jessica Brown,USA,F
1496,Jennifer Rodriguez,Brazil,F
1497,Susan Rodriguez,UK,F
1498,Patricia Miller,Canada,F
1499,Michael Wilson,Spain,M
1500,Joseph Davis,UK,M
1501,Mary Rodriguez,UK,F
1502,Mary Williams,Spain,F
1503,Robert Davis,Australia,M
1504,Daniel Williams,UK,M
1505,Sarah Johnson,Germany,F
1506,Patricia Smith,USA,F
1507,David Smith,Brazil,M
1508,Susan Brown,USA,F
1509,Barbara Davis,Spain,F
1510,John Jones,Italy,M
1511,Jessica Wilson,Spain,F
1512,Elizabeth Wilson,India,F
1513,Linda Smith,Germany,F
1514,Joseph Davis,Canada,M
1515,Michael Jones,UK,M
1516,Karen Rodriguez,USA,F
1517,David Johnson,France,M
1518,John Johnson,Australia,M
1519,John Williams,France,M
1520,Linda Johnson,France,F
1521,Jessica Davis,Canada,F
1522,Jennifer Smith,Brazil,F
1523,Susan Davis,UK,F
1524,Barbara Garcia,USA,F
1525,Robert Miller,Australia,M
1526,David Davis,Canada,M
1527,Thomas Williams,UK,M
1528,Robert Garcia,UK,M
1529,Michael Jones,Canada,M
1530,Karen Johnson,Italy,F
1531,Barbara Brown,Canada,F
1532,Mary Miller,Spain,F
1533,David Jones,USA,M
1534,Charles Garcia,France,M
1535,Barbara Smith,Germany,F
1536,Sarah Wilson,India,F
1537,Jessica Rodriguez,Germany,F
1538,Thomas Johnson,Australia,M
1539,James Brown,India,M
1540,John Brown,France,M
1541,David Wilson,Spain,M
1542,John Johnson,UK,M
1543,William Williams,India,M
1544,Michael Johnson,France,M
1545,William Garcia,Australia,M
1546,David Miller,Italy,M
1547,David Garcia,USA,M
1548,Mary Garcia,USA,F
1549,James Smith,Canada,M
1550,Charles Jones,Germany,M
1551,Sarah Davis,Spain,F
1552,Susan Davis,Spain,F
1553,Thomas Davis,Canada,M
1554,Thomas Brown,USA,M
1555,Charles Wilson,France,M
1556,Susan Williams,Spain,F
1557,Mary Jones,Italy,F
1558,Charles Garcia,UK,M
1559,Joseph Smith,Brazil,M
1560,Jessica Jones,UK,F
1561,Sarah Davis,UK,F
1562,William Davis,India,M
1563,Barbara Smith,Germany,F
1564,David Williams,Brazil,M
1565,Joseph Wilson,Brazil,M
1566,Charles Smith,Italy,M
1567,Charles Davis,Spain,M
1568,Patricia Rodriguez,Germany,F
1569,Michael Wilson,Spain,M
1570,Charles Garcia,Canada,M
1571,Jennifer Davis,France,F
1572,Robert Davis,Italy,M
1573,Karen Davis,Spain,F
1574,Thomas Jones,Canada,M
1575,Daniel Smith,USA,M
1576,Michael Williams,UK,M
1577,Patricia Williams,USA,F
1578,Sarah Johnson,Italy,F
1579,Michael Johnson,Italy,M
1580,Patricia Jones,Italy,F
1581,Charles Rodriguez,France,M
1582,Sarah Miller,India,F
1583,Robert Garcia,India,M
1584,Daniel Davis,Spain,M
1585,Sarah Jones,Australia,F
1586,Joseph Davis,Australia,M
1587,Thomas Rodriguez,UK,M
1588,Susan Wilson,Canada,F
1589,James Smith,USA,M
1590,John Miller,Spain,M
1591,Jennifer Johnson,UK,F
1592,Charles Miller,Australia,M
1593,James Brown,Brazil,M
1594,Patricia Davis,Brazil,F
1595,Thomas Johnson,Australia,M
1596,Susan Johnson,Italy,F
1597,Michael Jones,India,M
1598,Joseph Rodriguez,Spain,M
1599,Patricia Miller,Spain,F
1600,Mary Brown,Spain,F
1601,Charles Brown,USA,M
1602,Jennifer Jones,Brazil,F
1603,Sarah Williams,Spain,F
1604,Sarah Brown,India,F
1605,Mary Rodriguez,Canada,F
1606,William Jones,Canada,M
1607,James Brown,Italy,M
1608,Michael Jones,Italy,M
1609,Daniel Miller,France,M
1610,Elizabeth Davis,Brazil,F
1611,Michael Miller,Italy,M
1612,Joseph Rodriguez,Australia,M
1613,Sarah Jones,USA,F
1614,Joseph Brown,USA,M
1615,Karen Williams,India,F
1616,Jennifer Jones,Australia,F
1617,Patricia Jones,Brazil,F
1618,James Smith,France,M
1619,Robert Rodriguez,Italy,M
1620,Michael Garcia,Spain,M
1621,David Wilson,Canada,M
1622,James Williams,UK,M
1623,Jennifer Wilson,Germany,F
1624,Barbara Jones,India,F
1625,Daniel Williams,Italy,M
1626,Susan Smith,Spain,F
1627,Charles Smith,France,M
1628,Michael Jones,Italy,M
1629,Elizabeth Brown,Italy,F
1630,Karen Brown,Germany,F
1631,Jennifer Rodriguez,Brazil,F
1632,Michael Miller,Germany,M
1633,Linda Davis,Brazil,F
1634,Mary Smith,USA,F
1635,Charles Brown,Australia,M
1636,Charles Rodriguez,Canada,M
1637,Jessica Miller,Italy,F
1638,William Smith,India,M
1639,John Wilson,Canada,M
1640,Jennifer Jones,Spain,F
1641,John Jones,Germany,M
1642,Karen Rodriguez,Italy,F
1643,Joseph Davis,France,M
1644,Jessica Davis,Canada,F
1645,Charles Miller,France,M
1646,Susan Jones,Spain,F
1647,Patricia Miller,India,F
1648,Jennifer Miller,Brazil,F
1649,James Wilson,India,M
1650,Barbara Garcia,Italy,F
1651,Charles Wilson,UK,M
1652,John Williams,France,M
1653,Robert Rodriguez,UK,M
1654,James Rodriguez,Italy,M
1655,Charles Jones,Canada,M
1656,David Brown,Spain,M
1657,Michael Miller,Spain,M
1658,Patricia Jones,UK,F
1659,James Smith,Brazil,M
1660,Jessica Garcia,USA,F
1661,David Wilson,Germany,M
1662,David Johnson,France,M
1663,James Wilson,UK,M
1664,Barbara Smith,Canada,F
1665,Patricia Smith,Germany,F
